C2H2,C2H4,CH4,H2,C2H6,act
0.0,7.6,3.96,6.23,0.86,5
1.06,7.52,0.1,6.16,4.54,4
0.02,3.69,6.94,4.58,1.81,6
1.61,1.28,0.94,6.04,2.73,4
9.7,10.15,3.23,9.89,5.07,1
0.07,3.71,3.82,5.34,6.4,7
6.34,2.77,3.58,8.89,8.01,1
8.55,0.19,6.44,1.45,5.94,1
0.0,8.53,2.35,1.01,0.63,5
0.0,4.2,1.03,4.79,0.69,5
0.0,7.31,8.36,2.79,0.38,5
0.0,1.21,8.55,3.84,0.67,5
2.46,3.41,0.68,4.3,6.08,4
6.41,9.4,3.93,10.32,5.21,1
0.05,2.32,8.98,4.69,1.04,6
0.0,3.27,8.65,4.22,0.9,5
0.11,1.48,1.23,2.55,3.61,1
0.0,4.12,0.05,2.36,0.14,2
0.0,3.15,1.16,8.23,0.25,5
0.0,5.1,0.05,1.23,0.07,2
3.97,0.7,0.22,3.87,4.99,3
8.06,0.73,0.4,7.72,8.06,3
2.17,4.57,6.42,9.45,4.73,1
0.15,1.72,7.2,6.01,5.89,7
0.16,4.09,2.82,2.99,8.5,7
10.4,0.98,7.88,7.9,8.39,1
0.0,8.09,0.07,9.04,0.07,2
9.58,1.92,5.05,1.01,2.88,1
0.06,5.1,4.85,7.61,2.23,6
0.03,2.73,1.99,5.92,4.72,7
1.1,6.35,0.23,1.61,2.56,4
9.97,0.11,0.46,1.23,3.14,3
2.21,2.99,0.8,6.35,2.13,4
0.04,8.8,3.27,7.91,8.44,7
0.0,8.89,0.06,6.63,0.1,2
3.95,1.55,8.93,10.01,3.17,1
0.02,6.74,5.62,1.92,1.32,6
0.0,2.33,0.02,4.35,0.05,2
0.03,8.07,1.35,1.25,3.06,6
0.0,4.97,7.37,9.13,0.88,5
0.0,6.91,0.07,3.68,0.19,2
0.0,9.7,9.35,2.59,0.35,5
4.05,0.8,0.22,2.19,7.74,3
0.0,5.07,0.0,3.23,0.1,2
0.01,9.47,8.68,9.83,2.71,6
0.08,3.97,9.64,4.93,2.88,6
0.15,6.35,3.54,9.75,9.44,7
0.07,3.66,2.07,8.62,2.74,6
0.0,1.1,8.49,9.74,0.34,5
8.09,0.98,0.11,2.68,3.38,3
2.14,0.48,0.15,7.57,7.07,3
0.77,2.55,0.51,3.97,3.62,4
0.03,4.28,9.89,6.13,3.3,6
0.0,6.58,3.24,3.67,0.22,5
0.0,1.29,0.08,2.26,0.09,2
1.7,7.84,0.49,1.28,5.95,4
0.0,9.02,0.01,7.58,0.15,2
1.15,8.42,0.49,9.49,3.79,4
5.92,0.66,0.2,1.64,6.01,3
0.0,5.32,0.07,7.82,0.13,2
0.04,9.17,8.87,8.34,3.18,6
0.0,5.03,0.02,3.8,0.01,2
0.02,8.57,1.24,4.27,4.36,7
0.0,5.56,0.07,2.03,0.05,2
0.14,1.1,2.24,8.55,8.18,7
0.0,1.21,0.04,1.96,0.1,2
0.0,9.75,7.42,5.55,0.41,5
6.66,2.92,10.61,0.21,2.58,1
6.53,0.51,0.27,1.88,8.2,3
2.81,8.29,6.08,7.43,2.08,1
0.08,4.85,9.45,5.0,7.93,7
0.03,5.97,5.46,5.63,3.8,6
0.02,4.54,2.85,3.26,1.7,6
0.05,3.35,7.74,8.2,4.73,7
0.0,7.79,8.96,1.37,0.3,5
1.95,0.16,0.48,7.01,5.8,3
0.11,8.18,9.21,7.18,5.01,7
0.0,3.41,0.05,6.53,0.18,2
0.04,5.44,4.07,4.82,1.06,6
6.18,0.24,0.42,4.05,1.91,3
8.64,10.07,0.01,4.29,8.04,1
0.0,7.74,8.17,8.64,0.89,5
5.4,0.87,0.57,1.55,7.72,1
0.01,2.8,8.28,7.35,2.82,6
1.41,3.89,0.44,2.36,4.09,4
1.96,3.41,0.82,3.7,8.96,4
0.08,4.88,8.27,2.21,2.78,6
0.0,9.86,0.08,9.38,0.09,2
0.04,9.64,9.86,9.49,3.78,6
9.12,0.17,0.35,7.85,4.0,3
0.0,6.23,3.99,1.68,0.67,5
7.24,0.15,0.22,5.51,4.09,3
0.0,6.94,0.04,1.98,0.11,2
4.78,7.57,4.27,9.37,2.76,1
5.9,7.31,9.41,5.59,10.23,1
0.0,7.62,6.29,4.57,0.44,5
2.59,4.65,1.5,10.37,1.39,1
0.01,2.6,5.24,2.62,9.17,7
0.0,7.35,4.96,6.04,0.62,5
2.47,0.31,0.47,1.09,9.92,3
1.01,4.12,0.35,5.54,4.07,4
0.0,4.24,2.65,8.33,0.55,5
0.0,7.28,0.01,8.64,0.02,2
0.0,6.72,6.48,2.49,0.87,5
0.93,2.57,0.93,6.63,9.5,4
0.0,6.42,0.07,3.07,0.11,2
0.02,6.78,9.12,1.97,8.44,7
5.15,7.56,6.56,3.96,10.31,1
0.04,3.41,4.12,3.93,2.4,6
0.0,2.43,0.07,9.1,0.07,2
6.02,0.26,0.47,5.87,5.44,3
1.68,6.95,0.27,7.66,2.83,4
0.06,4.26,6.72,7.09,6.62,7
2.28,6.84,0.73,8.83,3.31,4
7.1,0.4,0.19,2.91,6.39,3
1.98,5.49,0.3,5.92,3.98,4
0.07,3.97,3.87,2.06,4.95,7
0.18,5.58,3.44,7.93,8.91,1
0.0,5.38,0.05,5.89,0.1,2
1.84,7.96,0.47,9.97,5.4,4
0.0,9.31,0.07,7.13,0.1,2
8.49,0.82,0.31,8.01,3.42,3
1.84,0.38,0.19,5.1,1.44,3
1.57,9.23,0.94,8.56,6.54,4
2.09,1.94,0.7,7.97,7.32,4
2.8,0.83,0.19,3.23,9.07,3
0.08,2.75,5.03,8.27,2.38,6
1.2,6.46,0.49,8.98,2.83,4
1.01,10.3,1.78,7.32,0.95,1
4.32,9.12,2.6,7.17,5.46,1
0.0,2.61,0.07,1.78,0.18,2
0.08,6.66,1.06,1.35,3.33,6
0.0,6.48,0.03,7.52,0.03,2
0.0,6.35,0.07,9.85,0.08,2
0.0,4.65,5.69,9.77,0.86,5
0.0,4.92,0.03,2.81,0.07,2
0.14,3.72,7.41,9.13,8.86,7
0.0,9.68,0.07,6.83,0.11,2
1.42,0.71,0.36,4.53,5.16,3
0.01,4.24,4.25,1.77,3.67,6
0.04,8.57,2.3,8.41,8.71,7
6.21,0.39,0.21,6.96,2.84,3
0.03,9.66,9.63,9.24,5.52,7
0.05,5.88,2.39,3.75,1.44,6
10.21,6.92,5.99,7.32,4.44,1
0.08,5.72,3.15,8.1,1.46,6
0.09,8.9,9.75,4.47,7.79,7
0.0,9.58,0.07,3.88,0.17,2
0.0,9.34,7.4,2.09,0.96,5
0.73,8.7,0.43,9.06,7.92,4
0.0,6.97,0.03,2.45,0.01,2
2.07,4.65,0.22,6.22,5.8,4
2.09,6.0,0.63,3.83,2.01,4
0.0,2.7,5.2,6.76,0.07,5
1.5,2.36,0.27,8.72,5.08,4
1.58,1.7,0.34,8.72,2.1,4
1.47,1.51,0.19,3.95,7.26,4
8.63,6.82,8.51,0.01,10.32,1
0.05,3.82,5.66,2.42,1.4,6
0.0,2.53,0.04,2.11,0.01,2
3.69,7.23,3.42,9.31,5.77,1
0.18,2.61,3.99,3.75,8.82,7
0.0,6.62,2.65,5.05,0.37,5
0.13,9.84,8.43,9.0,4.99,7
1.84,9.91,0.14,5.14,5.52,4
0.8,0.11,6.11,9.89,10.08,1
3.74,0.3,0.11,5.06,2.79,3
0.0,3.65,0.08,8.4,0.1,2
2.56,9.32,7.08,9.56,10.29,1
0.26,8.07,4.02,6.72,5.3,1
4.91,0.73,0.2,1.59,7.27,3
0.0,1.26,0.02,2.88,0.15,2
0.0,8.38,0.07,8.62,0.05,2
2.06,5.11,0.58,7.76,6.41,4
1.94,8.73,0.83,7.24,7.04,4
0.0,7.13,2.02,6.67,0.99,5
1.76,5.54,0.39,7.28,4.22,4
5.61,0.24,0.42,7.72,6.85,3
9.99,6.16,7.33,2.4,1.82,1
0.09,2.95,4.62,7.38,5.67,7
0.0,2.17,1.26,3.85,0.5,5
0.03,9.36,5.53,6.15,2.29,6
0.0,6.32,0.09,9.53,0.18,2
7.63,5.14,3.65,2.09,9.37,1
7.65,5.34,4.45,1.15,4.81,1
1.09,6.33,5.65,8.4,9.11,1
3.14,9.71,4.37,6.02,2.35,1
0.0,6.93,6.65,6.11,0.05,5
4.19,0.99,0.19,4.69,9.89,3
3.02,8.89,2.89,4.96,3.06,1
0.0,3.48,2.5,1.93,0.67,5
0.79,1.11,4.65,0.61,6.88,1
1.9,0.73,0.1,6.15,3.62,3
0.0,9.26,0.01,6.66,0.02,2
0.0,1.37,5.47,7.18,0.04,5
4.59,1.06,0.72,3.48,4.63,1
7.26,3.75,6.41,9.23,9.28,1
2.28,9.46,0.54,6.35,8.9,4
0.01,3.61,1.85,1.91,2.17,6
0.0,5.39,0.08,2.96,0.07,2
0.0,7.28,0.08,5.46,0.15,2
0.05,9.33,1.58,1.41,1.13,6
1.93,5.43,0.17,2.37,3.24,4
0.0,8.73,0.07,3.92,0.07,2
2.2,9.55,0.32,5.39,9.2,4
0.05,8.94,9.94,4.92,3.69,6
0.18,6.61,5.79,3.63,7.82,7
0.02,6.43,1.87,7.25,5.46,7
7.59,0.33,0.46,5.28,3.93,3
0.16,7.78,7.28,8.13,8.1,7
0.0,6.6,0.05,6.11,0.09,2
0.11,2.61,5.32,7.1,7.87,7
0.08,8.14,2.9,4.76,8.47,7
0.0,9.46,6.97,1.75,0.54,5
9.27,7.72,5.95,3.38,0.38,1
1.46,2.91,0.52,3.78,8.6,4
2.65,0.87,0.31,2.03,5.45,3
0.0,1.89,3.98,4.27,0.24,5
9.8,0.18,7.9,5.31,0.83,1
1.79,3.1,0.37,9.8,3.11,4
9.53,5.97,10.03,10.85,2.57,1
0.0,7.5,0.04,6.9,0.1,2
0.11,2.29,6.0,2.96,4.21,7
5.06,0.56,0.24,1.81,3.32,3
0.0,2.68,0.06,9.25,0.07,2
0.08,9.2,6.66,1.24,4.15,7
0.03,5.38,9.97,4.08,1.33,6
6.02,0.31,0.36,5.88,6.9,3
0.0,3.09,9.52,7.62,0.36,5
0.03,8.45,2.15,9.93,1.96,6
1.84,4.77,1.0,7.42,7.0,4
1.01,0.71,0.39,8.9,6.55,3
0.22,2.01,9.88,1.7,3.23,1
0.0,5.5,0.02,1.49,0.11,2
10.72,8.56,9.79,10.03,5.05,1
0.05,2.02,9.04,9.15,1.68,6
0.0,3.07,9.01,8.27,0.49,5
0.03,6.48,9.53,5.19,2.13,6
0.0,4.2,1.13,8.86,0.48,5
4.0,0.17,10.34,4.56,6.56,1
0.0,4.96,5.81,7.14,0.02,5
0.02,3.37,2.48,7.54,3.44,6
0.01,8.95,1.73,7.5,2.66,6
0.02,1.57,9.74,8.13,2.1,6
4.18,9.17,8.45,7.1,1.4,1
0.16,9.15,9.38,4.6,4.14,7
0.0,7.52,8.79,5.19,0.93,5
0.12,7.91,5.12,7.7,7.87,7
3.45,0.7,0.24,4.02,6.81,3
0.04,8.22,6.18,8.71,1.83,6
0.02,4.09,8.03,8.7,2.42,6
0.51,10.48,10.64,5.51,5.08,1
6.17,0.37,0.15,5.04,9.61,3
0.0,8.33,0.02,6.66,0.03,2
0.0,5.74,0.05,5.16,0.01,2
0.0,8.26,0.02,5.0,0.16,2
0.69,2.89,0.16,6.53,5.7,4
0.0,3.22,8.23,7.51,0.84,5
2.45,4.4,0.57,1.88,2.12,4
0.0,2.42,5.15,2.97,0.29,5
6.2,0.17,0.29,7.19,8.82,3
0.04,5.3,3.17,8.7,8.22,7
0.0,4.95,3.57,8.63,0.74,5
0.05,3.23,7.95,1.67,2.21,6
0.0,8.18,9.48,9.51,0.25,5
6.88,0.01,2.82,0.57,4.38,1
2.21,9.19,0.71,4.8,6.5,4
0.0,9.19,6.74,2.09,0.08,5
0.0,4.82,0.05,3.25,0.09,2
0.09,7.69,6.03,5.73,2.27,6
0.0,7.86,8.06,7.63,0.69,5
0.07,3.39,8.16,3.1,9.53,7
0.0,5.44,7.29,2.39,0.73,5
0.0,9.63,4.71,6.03,0.21,5
0.05,3.72,3.05,4.63,4.44,7
1.85,8.61,0.33,1.61,6.05,4
1.92,1.76,0.13,9.83,5.02,4
7.72,0.57,0.24,7.97,3.25,3
8.68,0.15,0.31,7.11,2.37,3
0.0,5.56,0.04,1.75,0.0,2
0.05,7.36,6.3,3.82,1.66,6
0.04,3.21,4.63,2.88,6.54,1
0.14,6.53,9.36,8.81,8.42,7
0.08,1.18,4.8,2.35,1.36,6
0.0,6.36,4.09,2.28,0.91,5
0.0,1.14,6.21,4.17,0.53,5
5.88,4.8,7.06,9.74,7.79,1
0.0,6.99,4.86,8.29,0.72,5
0.0,5.99,2.66,5.91,0.69,5
3.15,9.66,0.7,10.31,0.03,1
0.0,9.89,8.97,5.98,0.86,5
0.0,5.99,8.18,9.46,0.92,5
9.45,0.4,0.17,7.08,3.12,3
0.18,8.34,4.37,9.2,4.3,7
2.32,5.62,3.69,9.8,4.45,1
2.0,9.47,0.56,1.26,9.75,4
0.0,9.3,9.14,5.94,0.42,5
0.81,5.65,0.95,2.65,3.01,4
1.39,0.33,0.39,1.37,2.22,3
2.63,4.28,2.25,1.74,0.83,1
0.05,1.81,1.29,9.43,3.18,6
0.15,9.88,8.32,5.05,4.67,7
0.0,5.37,0.09,5.58,0.08,2
0.02,7.42,6.22,3.64,1.18,6
4.73,0.42,0.28,7.34,4.85,3
0.0,8.78,3.49,1.84,0.97,5
0.0,3.89,0.09,6.68,0.18,2
0.04,5.07,4.09,6.03,1.13,6
9.6,9.16,1.67,5.58,3.61,1
4.42,10.17,8.95,2.59,10.13,1
7.35,0.68,0.35,4.76,6.46,3
10.17,6.84,8.81,5.76,2.4,1
0.05,4.21,1.76,1.97,1.08,6
0.0,4.54,0.02,8.57,0.13,2
5.81,2.18,4.71,5.88,10.22,1
0.07,5.47,7.9,8.05,2.84,6
2.37,0.96,8.83,7.89,7.47,1
0.0,6.11,0.02,3.23,0.13,2
8.71,3.2,0.94,6.83,3.26,1
0.0,2.43,0.02,6.56,0.09,2
0.0,4.6,0.05,5.65,0.13,2
0.04,7.92,6.35,1.28,3.58,6
0.0,5.48,0.04,5.87,0.17,2
0.14,7.32,1.77,3.26,6.24,7
0.0,3.99,0.01,2.83,0.13,2
0.0,9.44,0.0,6.93,0.11,2
0.74,9.7,0.65,1.01,9.3,4
0.0,2.11,0.08,8.28,0.0,2
4.05,2.67,9.49,6.99,5.81,1
0.46,3.0,0.94,10.1,6.5,1
0.0,3.33,6.79,7.05,0.03,5
10.48,2.07,4.84,5.96,9.72,1
1.57,6.69,0.46,9.54,2.46,4
8.89,4.51,2.65,8.15,5.66,1
5.12,6.6,1.49,5.48,5.73,1
0.13,7.3,2.51,1.4,9.49,7
2.3,3.38,0.68,5.8,8.6,1
1.45,0.31,0.13,6.9,3.36,3
4.27,0.5,3.26,6.95,5.47,1
0.72,3.79,0.38,1.56,5.1,4
0.0,2.41,5.27,7.42,0.36,5
0.02,2.9,1.94,4.45,1.93,6
0.07,2.1,5.8,6.64,6.61,7
0.0,4.2,0.02,2.01,0.06,2
2.35,2.35,0.86,3.73,3.01,4
0.0,7.79,0.04,7.01,0.18,2
4.93,0.73,0.33,4.44,6.67,3
0.0,3.45,0.03,3.55,0.02,2
3.79,0.1,0.23,1.78,1.76,3
0.0,4.47,0.04,6.34,0.12,2
5.35,7.48,8.31,5.24,4.48,1
8.84,0.54,0.46,3.86,2.89,3
9.94,0.96,0.44,9.58,7.76,3
0.0,4.92,1.68,6.12,0.49,5
2.88,0.76,0.28,3.18,4.85,3
0.0,1.33,8.04,2.03,0.54,5
2.76,7.58,9.71,6.28,9.87,1
0.09,8.34,1.03,6.69,8.02,7
0.08,5.51,6.91,2.3,8.98,7
0.0,6.75,5.17,8.82,0.8,5
0.37,1.29,2.39,0.46,9.57,1
0.0,7.21,0.07,5.89,0.09,2
4.1,0.23,0.38,1.82,6.21,3
0.02,2.5,9.39,2.31,9.41,7
0.11,3.6,6.66,3.29,6.71,7
0.03,8.84,3.67,1.58,2.64,6
0.08,3.52,2.77,3.87,9.86,7
8.01,3.88,2.0,0.18,9.53,1
1.13,1.08,0.96,5.22,2.81,4
6.27,9.85,3.7,8.85,4.51,1
0.0,3.14,8.06,9.54,0.08,5
0.11,9.79,1.06,3.57,5.78,7
0.05,7.6,7.94,7.69,3.67,6
0.0,1.37,1.74,5.3,2.08,6
0.0,8.4,0.08,6.72,0.07,2
0.17,4.28,7.36,6.65,8.63,7
0.0,4.68,0.08,7.29,0.02,2
1.82,6.92,0.94,6.61,6.54,4
7.24,0.3,0.13,5.13,7.17,3
0.0,9.63,4.27,4.04,0.22,5
0.03,3.3,4.92,2.53,1.03,6
6.77,0.93,0.38,1.53,7.51,3
0.11,3.72,9.18,2.67,6.79,7
0.02,2.12,9.24,1.3,8.8,7
4.89,5.46,8.74,10.63,0.96,1
0.0,2.43,0.02,3.95,0.13,2
1.84,3.09,0.65,4.29,1.64,1
0.0,3.93,0.05,5.44,0.12,2
6.21,0.95,0.11,3.09,6.16,3
0.04,1.17,5.45,3.95,1.88,6
0.0,2.01,3.54,3.73,0.97,5
4.9,10.71,0.51,1.12,0.7,1
1.93,0.28,0.49,3.21,9.43,3
6.26,3.42,1.3,5.11,3.9,1
0.0,7.23,0.03,6.2,0.14,2
0.07,6.33,1.93,7.68,1.74,6
1.93,1.49,4.32,1.0,3.0,1
0.05,9.01,6.63,3.8,3.36,6
0.0,2.75,6.35,7.75,0.62,5
0.06,1.09,2.98,2.08,6.94,7
6.32,7.49,8.95,1.01,1.3,1
0.11,3.36,7.81,4.13,9.69,7
1.94,1.62,0.16,8.2,4.11,4
0.0,6.03,4.86,2.77,0.36,5
10.24,7.06,4.49,5.74,3.65,1
0.0,5.52,0.02,5.27,0.01,2
1.2,8.14,0.26,8.6,3.64,4
0.14,5.36,4.81,7.4,8.92,1
6.4,6.02,1.68,2.96,3.77,1
0.0,6.47,6.34,5.12,0.85,5
3.32,0.97,0.15,4.67,9.56,3
0.08,2.9,2.83,6.34,4.55,7
3.01,2.61,0.24,1.65,8.15,1
0.0,3.26,9.52,5.03,0.0,5
0.06,3.91,1.26,2.31,1.45,6
1.2,5.2,0.48,8.61,4.17,4
0.0,7.83,6.36,9.94,0.57,5
0.0,5.27,0.07,4.41,0.12,2
3.56,3.45,6.78,3.14,9.02,1
1.26,0.29,0.33,5.09,4.93,3
3.28,1.81,9.38,1.33,5.96,1
1.36,2.73,0.31,8.28,6.75,4
1.54,2.07,0.18,7.08,7.17,1
0.1,6.6,6.17,1.09,5.62,7
1.04,9.39,0.47,1.96,6.68,4
0.04,4.16,2.51,5.69,2.59,6
0.0,3.75,4.62,6.72,2.8,6
0.05,4.95,5.85,6.64,8.07,7
6.41,0.71,0.45,6.98,2.19,3
5.04,0.54,0.14,2.27,1.34,3
1.72,0.21,0.47,5.71,5.97,3
6.14,0.18,0.43,1.87,4.14,3
2.41,0.15,0.45,8.86,3.1,3
0.01,4.04,3.73,1.61,3.37,6
0.0,1.82,6.96,2.03,0.53,5
4.53,4.07,6.17,6.93,9.36,1
9.69,2.38,4.1,8.73,7.53,1
0.12,7.29,2.36,1.74,6.52,7
0.0,5.76,8.55,1.75,0.06,5
4.33,0.81,0.38,6.48,9.69,3
0.0,5.38,5.32,5.42,0.13,5
1.79,7.64,0.66,4.29,6.41,4
0.91,2.66,0.33,5.66,3.26,4
0.05,9.84,1.18,6.1,2.55,6
0.08,9.29,8.74,1.28,1.02,6
0.0,5.71,0.07,4.39,0.04,2
10.02,9.67,10.59,2.87,0.96,1
0.13,2.13,2.69,1.13,9.66,7
2.04,7.88,0.6,3.68,4.59,4
2.16,4.35,0.63,4.12,9.14,4
0.03,4.72,8.09,5.76,2.3,6
0.02,1.09,7.14,2.1,5.87,7
7.38,5.33,4.61,6.99,0.88,1
10.18,10.66,9.15,2.61,5.15,1
0.0,2.03,5.96,7.11,0.26,5
0.0,1.16,0.08,5.25,0.05,2
2.12,6.9,0.33,6.65,7.57,4
0.0,9.7,7.25,6.22,0.25,5
3.35,0.23,0.33,3.57,2.95,3
2.36,3.84,0.32,5.01,5.66,4
0.09,1.21,3.0,8.47,8.24,7
10.5,5.97,8.61,3.6,5.5,1
0.0,5.32,1.57,3.39,0.84,5
0.03,7.16,4.09,9.14,1.4,6
0.14,2.44,5.69,3.19,4.93,7
0.0,2.8,1.73,1.97,0.86,5
1.27,2.43,0.24,3.74,2.03,4
9.28,8.34,3.72,9.8,10.51,1
0.0,9.92,0.06,1.07,0.03,2
9.82,0.86,0.32,6.28,3.61,3
0.09,2.96,5.43,3.19,9.48,7
1.36,5.39,0.74,9.66,2.24,4
0.08,4.17,2.6,1.74,3.97,6
5.72,0.32,0.3,5.47,7.53,3
4.29,0.21,0.23,5.24,4.89,3
5.55,8.94,5.47,6.61,5.07,1
0.08,3.34,9.99,4.42,3.34,6
1.51,9.01,9.59,8.32,5.58,1
9.29,0.99,0.39,5.91,5.72,3
0.01,1.31,9.66,6.15,3.31,6
0.73,5.37,0.39,3.67,3.14,4
9.85,0.56,0.18,7.92,2.37,3
0.0,6.12,2.23,7.61,0.41,5
0.0,1.67,5.09,8.79,0.64,5
10.18,2.62,4.55,7.76,2.28,1
0.0,3.25,0.08,7.62,0.0,2
5.71,7.06,10.52,8.76,9.03,1
0.0,1.02,0.01,8.45,0.06,2
0.0,2.82,0.01,5.25,0.01,2
0.0,4.45,0.05,1.65,0.15,2
3.43,0.63,0.13,8.28,3.14,3
0.04,2.92,8.09,9.8,8.68,7
0.02,8.54,6.45,2.54,2.11,6
0.64,1.77,0.85,3.61,7.7,4
0.0,6.36,5.7,3.64,0.0,5
1.53,5.52,0.81,9.79,6.59,4
0.0,7.44,0.04,4.44,0.02,2
0.0,9.42,7.37,3.69,0.82,5
0.06,2.06,3.14,9.03,3.6,6
8.84,3.32,2.4,6.92,8.86,1
1.36,3.09,0.49,3.55,2.22,4
0.07,8.69,6.09,2.07,3.14,6
0.01,9.76,7.52,7.25,1.83,6
0.13,1.31,5.88,3.32,7.08,7
0.0,2.63,8.62,9.95,0.78,5
0.08,6.66,3.98,3.1,6.25,7
0.13,2.17,6.52,9.04,8.76,7
2.06,0.21,0.22,1.3,9.17,3
6.82,0.52,7.44,8.03,3.76,1
1.27,0.75,0.12,7.04,2.22,3
6.13,0.12,0.33,2.1,2.7,3
0.0,9.54,1.06,7.53,0.1,5
5.69,0.85,0.43,9.22,3.81,3
9.48,0.95,0.24,2.7,2.02,3
1.25,1.6,0.28,4.15,8.54,4
2.37,1.06,0.4,6.72,2.11,4
0.51,7.91,10.67,2.23,3.58,1
0.0,9.6,0.01,6.6,0.02,2
2.1,0.29,0.17,5.94,8.8,3
0.02,5.19,4.58,2.79,2.04,6
9.12,1.76,4.7,6.9,2.19,1
4.87,0.98,0.38,4.03,9.18,3
0.0,8.79,0.04,8.94,0.18,2
2.42,6.46,0.54,5.53,5.04,4
5.37,5.13,7.98,10.75,9.13,1
0.0,9.78,0.09,7.88,0.05,2
1.83,2.69,0.78,8.88,8.21,4
0.16,1.88,1.59,1.77,8.46,7
0.0,6.82,4.19,7.52,0.12,5
0.16,1.65,2.02,4.22,6.51,7
1.22,8.91,0.46,3.31,8.82,4
0.06,3.69,5.73,9.8,3.93,6
1.59,4.88,0.82,8.28,4.78,4
0.07,2.54,9.06,5.18,3.29,6
0.0,1.5,3.72,5.82,0.8,5
0.0,1.65,0.01,8.65,0.16,2
2.68,4.93,0.98,9.52,3.51,1
0.0,3.52,0.05,3.46,0.04,2
0.09,8.07,9.01,1.32,5.37,7
0.11,1.86,2.26,6.26,8.95,7
0.0,3.2,5.67,2.12,0.43,5
0.0,1.79,4.16,7.13,0.0,5
0.04,1.66,1.66,8.77,4.41,7
5.8,10.19,8.35,7.88,8.73,1
0.0,9.52,0.0,2.06,0.08,2
1.17,7.71,0.42,4.9,4.58,4
2.19,4.34,0.32,4.5,5.89,4
0.0,1.51,0.05,4.17,0.17,2
0.0,7.21,0.04,8.42,0.08,2
0.0,4.44,2.7,7.77,0.51,5
0.96,6.92,0.96,5.22,8.79,4
0.16,3.04,6.04,6.83,4.29,7
0.0,1.08,0.07,3.61,0.05,2
2.29,1.61,0.3,6.47,5.13,4
0.09,6.77,1.6,9.06,9.23,7
0.0,2.14,0.06,2.39,0.06,2
9.24,2.02,0.99,2.67,0.3,1
0.0,4.77,0.07,8.11,0.17,2
0.0,2.47,1.99,4.44,0.29,5
6.3,1.18,10.33,8.53,3.63,1
1.68,6.52,0.47,7.12,7.28,4
0.04,9.44,8.87,4.32,5.65,7
0.0,6.81,0.02,6.01,0.05,2
1.22,8.38,0.16,3.44,7.18,4
0.07,1.45,7.69,5.55,9.86,7
2.35,1.76,0.66,2.08,4.23,4
1.34,6.26,0.27,1.4,8.88,4
0.82,3.34,9.01,3.59,3.32,1
3.62,0.67,9.57,7.22,9.07,1
0.0,3.35,5.47,8.79,0.19,5
0.0,8.23,6.05,8.21,0.79,5
0.0,6.45,0.05,8.03,0.13,2
0.0,1.32,0.05,9.03,0.03,2
0.0,9.52,9.44,8.76,0.42,5
8.77,0.54,0.48,3.7,9.77,3
5.19,4.55,6.81,8.43,1.69,1
2.44,5.35,7.45,5.52,9.2,1
0.0,3.15,9.37,2.0,0.12,5
0.0,7.29,3.98,7.8,0.71,5
0.09,5.79,2.84,1.67,1.38,6
0.05,7.28,4.5,9.82,1.07,6
0.0,7.95,8.27,3.61,0.57,5
10.07,2.26,3.23,0.42,1.04,1
0.05,4.06,8.46,7.26,9.63,7
0.0,4.38,0.01,1.27,0.01,2
1.62,0.66,0.25,2.34,1.93,3
0.0,2.88,0.06,5.59,0.13,2
0.08,2.52,6.94,7.68,3.92,6
0.12,7.49,4.98,5.67,6.9,7
0.0,3.17,2.21,4.21,0.46,5
1.44,2.16,0.98,9.25,7.95,4
0.01,7.14,3.79,8.5,1.67,6
0.01,8.83,4.76,5.86,3.88,6
0.0,9.08,0.06,7.16,0.03,2
0.04,6.52,7.11,3.41,4.27,7
0.07,8.61,6.29,8.07,9.8,7
1.35,6.22,7.95,8.52,5.17,1
0.04,7.47,5.76,8.41,3.82,6
0.0,3.85,8.77,5.81,0.42,5
0.0,3.07,0.04,4.02,0.02,2
0.01,6.33,4.77,5.3,3.52,6
1.04,7.16,0.21,5.4,7.96,4
2.05,0.36,0.38,1.06,4.84,3
0.6,2.65,6.96,1.7,10.87,1
0.05,5.79,8.55,2.83,3.56,6
0.73,4.71,0.25,6.08,8.76,4
10.76,10.15,4.83,6.13,0.42,1
0.0,6.04,2.73,1.67,0.11,5
0.08,4.41,3.07,3.68,8.77,7
0.01,6.68,8.0,1.38,9.47,7
0.08,7.18,4.41,6.07,4.13,7
0.0,4.39,6.37,6.28,0.3,5
0.0,1.05,9.71,1.14,0.41,5
1.7,3.01,0.59,1.84,2.09,4
0.14,8.63,6.51,4.51,5.05,7
0.0,7.57,2.14,2.02,0.07,5
0.03,3.36,7.49,7.08,1.55,6
1.74,0.59,0.12,3.7,2.12,3
0.93,6.32,0.48,6.57,9.64,4
0.0,2.17,0.04,5.52,0.07,2
0.16,3.29,5.09,9.64,8.31,7
0.09,3.05,4.88,4.33,5.05,7
0.0,3.49,0.04,9.63,0.08,2
0.0,2.81,1.91,2.27,0.71,5
0.8,7.93,0.96,2.64,7.51,4
0.51,1.63,3.71,0.9,3.94,1
0.0,3.81,5.25,1.4,3.37,6
7.49,0.91,0.34,2.39,7.22,3
2.78,9.19,6.87,6.07,4.35,1
5.91,1.28,5.24,9.02,1.0,1
0.0,7.48,0.02,7.43,0.08,2
1.83,0.76,0.36,6.67,2.89,3
0.84,3.08,0.35,6.84,6.39,4
0.98,8.89,0.88,5.43,4.52,4
0.07,5.19,8.73,1.62,8.6,7
