C2H2,C2H4,CH4,H2,C2H6
0.69,3.0,0.85,8.79,3.16
0.03,4.61,2.8,2.28,3.88
0.0,6.46,7.49,3.56,0.45
0.72,5.49,0.62,3.06,8.28
0.09,8.23,9.59,2.94,3.93
0.06,3.25,7.11,2.43,3.31
0.0,3.75,4.62,6.72,2.8
2.5,9.09,0.1,4.3,7.55
0.04,3.65,2.96,8.33,1.86
0.14,9.36,2.22,9.9,9.61
0.03,8.94,5.91,8.78,2.86
6.49,0.76,0.38,8.4,7.96
0.0,1.03,1.45,1.94,0.92
0.8,4.67,1.0,8.81,6.26
1.36,2.46,3.14,6.38,2.4
0.04,4.06,6.54,5.71,5.05
0.01,3.84,7.65,9.97,6.22
0.0,7.45,0.08,3.12,0.08
2.06,0.76,0.13,8.38,1.55
0.0,1.37,1.74,5.3,2.08
1.78,7.13,0.66,2.72,3.68
0.0,2.43,5.85,3.52,0.62
0.0,3.47,3.28,6.98,0.39
1.68,5.57,0.57,4.38,2.19
1.85,0.86,0.44,4.91,5.12
0.06,4.91,3.22,4.45,2.11
0.8,0.11,6.11,9.89,10.08
0.0,7.29,0.08,8.03,0.06
0.16,5.12,2.28,3.98,8.38
0.08,6.08,5.55,5.5,1.91
0.0,1.44,0.08,6.67,0.06
0.01,7.04,8.82,3.37,1.06
0.0,2.74,0.01,4.85,0.14
0.01,8.54,6.61,2.89,6.76
0.05,2.32,8.98,4.69,1.04
0.0,1.06,7.91,4.54,0.47
0.08,9.44,4.63,2.6,2.17
0.15,3.89,4.88,3.35,8.02
3.13,0.75,9.19,1.18,6.5
1.85,5.75,1.2,4.29,10.79
1.81,0.15,0.2,9.64,1.72
0.11,8.86,5.19,7.5,9.81
0.03,3.25,6.73,8.01,4.17
0.15,1.66,3.69,7.47,9.24
0.0,4.12,0.05,6.3,0.06
0.0,4.43,9.25,3.87,0.21
0.0,2.05,0.07,1.23,0.05
8.75,0.64,0.31,4.13,3.96
0.0,2.32,6.62,8.37,0.2
0.0,1.14,0.04,2.46,0.01
1.3,4.12,0.22,7.59,8.73
0.0,8.67,5.52,4.53,0.01
9.96,9.45,5.26,2.78,5.62
0.08,6.39,9.81,3.7,2.68
0.0,3.32,0.09,1.28,0.11
2.11,5.43,0.69,4.45,7.33
0.01,5.56,7.65,9.7,2.19
0.0,1.6,9.42,4.72,0.93
0.0,7.22,0.04,4.54,0.08
0.0,5.44,7.29,2.39,0.73
1.81,7.16,0.66,4.86,2.28
4.49,8.46,3.11,7.13,4.6
1.84,3.2,0.86,7.16,6.96
0.05,9.08,8.85,2.81,9.57
0.0,6.87,3.61,6.46,0.75
0.0,1.98,3.66,7.38,0.65
0.11,4.22,5.24,6.57,7.75
9.0,0.37,0.14,9.63,2.19
7.76,8.12,4.99,2.74,3.86
0.0,4.63,0.07,4.37,0.15
0.0,5.93,2.92,2.54,0.27
3.0,1.24,0.76,10.82,1.61
1.89,7.71,1.83,7.46,6.73
2.31,3.84,1.45,10.55,2.66
0.0,9.28,0.0,8.46,0.08
0.02,3.3,9.3,4.01,9.55
0.69,4.87,0.49,8.98,2.81
0.0,7.58,0.04,6.54,0.1
0.05,7.67,6.7,3.02,2.41
0.0,8.17,0.06,4.8,0.19
0.06,9.48,8.92,3.5,7.01
0.08,7.08,9.13,7.77,7.84
0.18,6.42,2.08,3.12,7.74
0.0,6.38,3.67,8.51,3.89
0.0,4.4,0.03,6.57,0.09
0.0,7.41,2.29,9.89,0.19
6.24,5.67,0.16,5.45,1.61
0.14,7.82,7.01,3.77,7.79
5.79,3.86,4.43,1.33,0.17
6.51,0.59,0.42,8.0,8.97
4.14,8.47,0.69,6.25,2.42
10.47,1.33,6.12,8.48,5.93
0.06,6.83,8.06,2.42,8.92
0.08,8.93,6.63,9.63,1.7
2.48,2.22,9.24,0.36,10.59
0.1,5.66,9.37,4.01,8.47
9.93,0.27,0.43,3.78,5.05
1.01,4.93,0.7,5.61,9.1
0.05,2.56,2.76,2.58,1.22
0.0,1.43,5.84,3.49,0.35
0.0,9.4,6.99,6.09,0.01
0.0,4.67,0.05,3.52,0.05
0.02,9.01,7.31,8.8,1.23
4.54,2.01,9.91,4.07,6.28
0.12,8.57,4.91,9.63,4.23
10.37,2.91,3.35,7.81,8.55
1.43,8.8,0.52,8.8,2.43
0.0,9.3,0.01,5.73,0.01
6.66,6.57,10.18,3.58,10.45
4.27,2.87,5.21,3.35,3.4
0.11,8.22,7.69,9.24,9.84
0.0,1.93,0.02,5.98,0.13
4.93,8.16,7.36,2.61,6.16
0.06,4.16,6.97,8.65,2.47
0.0,7.9,1.96,7.65,0.72
0.0,1.05,9.71,1.14,0.41
1.99,1.21,0.48,9.65,7.94
0.08,9.47,5.39,8.43,3.2
0.05,2.92,5.98,1.19,3.43
1.3,3.95,0.42,5.69,9.23
0.06,7.76,1.32,9.13,1.64
0.1,1.61,2.15,8.06,8.01
2.21,8.81,6.11,2.35,10.48
9.48,3.96,8.91,8.45,3.58
2.51,6.41,9.62,6.54,2.53
0.0,1.14,8.23,3.83,3.4
0.1,3.58,6.09,4.12,6.45
4.68,4.32,4.88,1.65,3.98
2.41,5.5,0.25,4.11,7.59
0.0,5.57,8.08,2.88,0.28
0.04,4.17,7.64,1.56,2.89
4.75,10.43,3.74,3.73,6.27
0.0,6.32,0.03,1.98,0.0
0.0,1.04,0.02,9.99,0.13
1.92,0.76,0.21,4.2,1.66
0.0,1.87,5.01,2.0,0.1
1.44,3.02,0.37,5.5,9.67
0.13,1.14,6.44,2.95,7.21
0.0,5.04,0.04,3.29,0.03
0.05,5.79,8.55,2.83,3.56
2.18,6.52,3.5,6.18,0.2
2.29,1.61,0.3,6.47,5.13
0.03,7.43,5.92,7.69,7.51
0.03,1.09,3.91,7.43,9.95
0.0,6.16,0.03,7.29,0.06
0.0,4.08,0.03,9.79,0.19
0.0,8.99,0.02,4.16,0.11
1.92,2.21,0.98,2.78,6.78
2.05,7.87,0.46,9.08,8.01
0.0,9.59,5.23,7.86,0.56
6.85,0.28,0.18,2.54,1.4
5.94,10.41,2.95,0.34,5.27
0.05,3.37,9.92,9.79,2.21
6.31,9.46,10.43,5.95,6.64
0.0,9.62,5.4,5.52,0.73
3.41,0.27,0.31,9.52,9.05
4.79,0.11,0.19,4.82,2.67
0.0,5.54,0.01,6.81,0.12
0.0,7.62,0.03,5.76,0.11
0.07,9.27,5.77,7.14,1.36
0.0,3.97,0.02,7.53,0.06
3.07,0.58,0.19,6.32,3.9
0.09,8.16,7.83,4.25,5.63
0.0,7.55,0.02,1.18,0.08
4.19,0.17,0.38,3.53,7.34
0.07,8.19,4.46,3.31,1.13
0.15,3.99,2.57,5.84,5.46
0.0,6.98,1.81,2.48,0.06
8.38,0.63,0.49,9.4,3.65
0.0,4.99,0.09,8.54,0.04
0.67,6.25,0.1,3.57,5.94
2.14,5.45,0.96,7.57,7.51
0.0,8.75,0.09,4.61,0.06
0.01,1.28,7.41,6.6,2.74
10.46,5.39,4.29,4.73,4.53
0.0,1.09,9.33,9.65,4.6
0.0,7.9,0.05,7.71,0.02
0.0,5.56,0.07,2.03,0.05
8.3,0.68,0.23,3.69,7.69
0.03,3.16,9.08,2.63,4.23
8.87,1.62,5.16,4.4,0.05
0.0,5.64,0.09,5.83,0.08
2.4,10.16,8.03,1.97,9.84
0.08,3.57,6.75,4.6,3.64
0.0,8.19,3.57,2.06,4.03
5.43,0.26,0.17,4.89,2.09
0.0,1.63,3.31,2.78,0.56
0.0,3.5,0.04,9.39,0.0
0.12,1.17,8.75,9.71,7.26
4.24,0.43,0.33,4.45,4.57
0.0,5.69,3.84,4.37,0.03
0.07,3.07,9.41,6.74,6.19
3.12,4.33,3.01,3.01,4.51
0.18,8.9,1.4,6.99,8.26
0.06,7.92,8.38,9.2,2.56
0.08,4.33,3.72,8.9,1.01
1.97,0.23,0.25,8.71,2.95
0.11,7.6,1.4,9.21,4.2
0.08,6.8,4.58,4.21,2.92
9.36,1.99,9.12,3.02,1.98
0.0,7.21,9.68,2.87,0.91
0.06,1.37,5.95,5.18,3.46
2.23,1.62,0.35,7.63,2.39
7.09,5.51,9.83,2.1,7.76
0.0,1.78,0.04,6.23,0.1
0.67,1.79,0.36,9.92,5.96
1.88,0.33,0.33,7.9,2.68
9.85,0.56,0.18,7.92,2.37
0.0,2.18,0.02,1.08,0.16
0.0,6.29,0.03,2.62,0.16
6.8,8.79,2.74,9.41,4.15
0.03,6.09,6.05,6.35,1.43
0.0,4.92,1.68,6.12,0.49
0.03,9.89,1.71,4.79,5.09
7.3,0.16,0.47,9.98,6.7
0.0,3.35,5.47,8.79,0.19
0.0,7.74,8.17,8.64,0.89
0.0,2.41,2.78,3.03,0.15
0.0,9.44,2.41,1.46,0.53
0.0,6.08,4.48,4.78,0.43
0.0,4.8,6.02,7.91,0.78
0.0,3.95,0.01,9.95,0.04
0.02,2.43,3.53,5.17,1.63
2.95,0.75,0.48,6.95,6.03
8.59,9.28,0.96,6.54,9.91
0.0,6.05,8.25,6.71,3.1
0.0,3.91,0.07,2.38,0.15
0.0,6.36,4.93,3.29,0.9
0.03,5.16,6.1,3.19,2.03
0.04,9.44,4.34,3.91,1.07
5.03,9.96,3.53,6.44,6.74
0.0,3.55,7.76,2.03,3.77
0.0,7.17,0.05,3.49,0.08
5.92,3.46,4.39,10.66,1.32
0.06,9.97,4.53,8.17,4.49
3.43,0.47,0.37,1.5,6.43
0.09,5.0,8.15,6.7,3.44
2.08,0.3,0.4,1.16,6.67
9.08,0.36,7.65,3.23,3.14
1.78,9.07,0.41,7.82,6.75
0.04,7.88,6.57,2.26,2.87
2.72,5.9,5.73,9.93,7.36
0.06,9.34,2.7,2.6,2.75
0.06,8.43,9.56,1.12,1.05
1.74,7.32,0.58,1.62,6.62
2.36,0.3,0.3,7.17,6.48
0.08,2.21,9.82,2.37,9.36
2.11,0.55,0.3,9.58,5.85
0.75,2.66,0.11,5.26,3.19
0.0,1.4,4.42,1.05,0.26
7.68,0.43,0.29,4.66,4.44
0.09,5.79,2.84,1.67,1.38
2.06,5.37,9.63,6.51,5.29
0.0,9.15,7.18,2.99,0.59
1.57,9.53,0.7,5.14,3.53
0.74,7.11,0.94,9.6,6.59
0.0,1.02,0.04,5.19,0.05
9.79,0.86,0.12,3.8,3.19
5.0,4.86,0.12,2.71,4.82
0.08,3.7,8.54,3.75,7.85
0.0,7.11,2.54,5.73,0.52
0.02,8.7,6.15,3.67,9.69
0.1,5.52,5.22,1.69,5.48
0.0,8.08,6.17,8.71,4.52
6.46,0.29,0.27,1.42,2.81
1.59,5.13,0.26,2.38,3.48
0.0,9.12,7.4,7.07,0.41
0.06,2.02,4.93,5.46,1.62
0.0,1.99,0.0,9.77,0.04
0.0,8.42,5.99,8.42,0.46
6.34,0.88,0.27,9.11,8.58
0.0,2.71,3.59,2.73,0.13
4.94,0.73,0.24,9.15,7.1
1.23,1.81,0.46,9.18,3.35
0.0,3.51,3.44,6.65,0.93
1.76,4.88,0.58,9.46,8.55
2.21,5.3,0.18,9.14,7.43
4.57,3.46,9.12,4.97,8.44
9.97,0.83,0.41,3.95,5.46
0.0,8.55,0.0,3.15,0.18
0.0,7.03,0.08,8.37,0.01
0.0,8.18,0.01,5.51,0.14
6.96,2.46,0.05,1.33,7.48
3.72,0.87,0.37,6.18,3.9
4.92,0.16,6.94,8.56,6.09
0.02,6.0,5.23,6.03,2.33
4.86,0.6,0.34,5.49,5.69
9.47,8.21,3.97,2.81,0.63
0.0,1.34,0.02,4.69,0.06
1.8,8.18,0.86,5.77,9.56
10.41,5.5,3.04,9.06,2.82
2.33,2.19,0.5,1.78,3.61
2.69,0.12,0.35,6.44,9.95
0.0,9.5,0.08,7.75,0.03
1.47,3.76,0.39,3.97,8.56
1.93,8.05,0.39,4.22,2.34
1.51,9.01,9.59,8.32,5.58
0.0,9.78,0.08,2.83,0.16
0.79,4.77,0.19,2.78,3.85
7.46,8.81,10.19,9.64,0.53
0.0,9.27,0.03,1.57,0.01
0.0,8.88,0.08,2.96,0.19
9.74,1.32,3.27,4.96,0.33
0.03,1.09,8.84,5.04,2.78
0.0,4.19,0.07,2.43,0.08
0.61,2.01,0.3,8.04,6.86
0.0,8.06,1.18,7.15,0.73
0.01,4.24,4.25,1.77,3.67
7.49,0.91,0.34,2.39,7.22
0.0,5.84,6.63,8.04,0.3
0.89,8.66,0.18,8.63,6.35
0.05,4.36,8.33,9.49,3.35
3.8,0.36,0.36,8.59,5.67
4.15,0.74,0.12,2.42,8.74
0.04,8.57,2.3,8.41,8.71
0.0,5.03,0.02,3.8,0.01
0.11,7.73,1.14,6.55,4.61
3.88,3.82,10.46,6.34,5.36
1.52,0.25,0.05,8.06,0.96
0.0,3.05,2.16,3.72,0.79
0.0,7.67,0.04,4.93,0.06
0.0,7.37,0.09,9.2,0.06
6.01,4.9,1.62,2.09,3.44
6.22,0.34,0.22,5.93,2.25
5.56,0.32,0.32,3.97,7.54
0.03,3.87,8.38,8.67,6.51
1.53,0.93,1.94,7.67,6.02
0.0,2.43,0.02,3.95,0.13
0.63,2.33,0.77,2.07,9.33
0.0,5.04,0.05,4.78,0.05
0.0,2.47,0.04,8.14,0.07
2.03,0.97,0.47,9.82,8.25
1.17,1.85,0.19,9.88,8.66
2.44,1.76,0.94,1.1,9.25
8.56,0.41,0.49,3.45,7.37
0.13,5.96,8.27,7.59,6.12
0.08,1.77,5.18,5.45,5.83
1.84,1.0,0.38,4.93,5.94
8.83,9.36,5.54,4.98,1.61
0.0,3.27,8.65,4.22,0.9
0.01,6.1,1.42,3.79,6.53
0.12,9.22,5.44,3.02,7.1
1.11,0.46,0.25,9.6,9.06
1.35,9.24,0.57,7.54,5.59
7.11,0.5,0.39,5.08,2.77
0.63,8.66,0.53,6.48,9.98
5.71,3.63,6.17,8.05,7.29
0.0,9.58,0.07,3.88,0.17
0.0,9.06,1.62,6.5,0.03
1.28,5.9,0.49,3.18,4.18
0.0,2.72,7.39,2.37,0.25
0.02,5.21,9.18,2.27,3.06
0.0,7.2,4.2,6.63,0.2
7.73,0.1,0.18,5.22,7.31
0.03,5.39,4.69,4.96,3.95
0.0,3.15,0.01,3.65,0.05
0.11,2.78,4.61,7.21,8.74
6.7,10.74,1.9,8.16,0.2
0.0,6.02,0.02,4.75,0.11
0.0,1.3,0.01,7.1,0.03
0.04,1.61,4.38,1.24,6.5
7.34,3.31,3.73,10.7,5.41
0.0,5.21,6.39,8.12,0.95
0.02,6.74,5.62,1.92,1.32
0.0,5.11,0.09,4.39,0.18
6.77,0.45,0.11,9.57,4.3
8.73,9.56,4.88,1.84,1.88
0.04,9.34,7.16,6.93,4.23
0.05,7.76,3.8,5.3,7.46
9.94,0.96,0.44,9.58,7.76
0.0,8.2,2.79,3.77,0.84
0.09,2.45,1.89,2.25,5.34
0.0,9.58,0.02,9.27,0.16
0.0,6.1,0.05,2.47,0.03
8.27,0.53,0.5,4.99,9.31
2.32,4.23,0.21,5.36,2.75
0.0,7.28,0.01,8.64,0.02
1.12,9.15,0.25,8.2,7.56
0.17,7.45,4.73,3.98,8.85
1.01,0.16,0.26,6.35,5.85
0.0,5.28,2.26,5.77,0.25
0.03,6.48,9.53,5.19,2.13
1.99,4.31,4.97,10.38,4.49
0.0,8.79,0.09,1.25,0.05
0.84,7.56,0.72,4.55,9.68
0.0,1.99,0.03,7.69,0.16
0.11,1.48,1.23,2.55,3.61
0.04,6.92,8.36,8.1,1.35
0.0,6.68,0.01,5.0,0.02
2.32,10.3,10.14,1.97,9.03
0.18,1.29,7.38,5.97,5.35
10.01,7.8,8.15,5.53,7.14
0.0,2.68,0.07,2.48,0.1
0.03,1.79,3.75,6.56,1.49
0.13,1.44,1.89,8.84,5.92
0.0,3.65,7.0,6.16,0.27
0.03,2.73,1.99,5.92,4.72
10.63,10.62,8.54,4.5,1.04
0.01,4.49,2.65,2.81,9.88
1.38,1.59,0.72,3.11,7.24
0.0,8.47,0.05,5.05,0.09
9.84,1.28,6.66,5.07,3.97
0.78,3.62,0.28,1.09,9.39
0.03,4.01,3.96,8.88,1.49
7.24,8.22,3.41,3.95,9.29
0.13,8.17,8.96,7.11,9.25
1.95,8.29,0.31,3.6,7.6
7.22,1.85,2.44,4.01,7.74
0.18,3.49,2.03,2.97,7.91
0.0,7.25,0.07,6.1,0.16
4.25,0.38,0.45,3.17,2.88
0.04,4.83,4.93,6.22,1.62
1.41,4.78,0.58,3.38,0.8
0.0,7.55,0.01,2.33,0.17
8.85,0.93,0.21,5.3,3.93
0.74,5.99,7.89,4.26,8.12
0.0,9.6,6.53,6.06,0.26
0.0,6.55,3.27,6.86,0.36
2.28,5.2,0.84,3.31,7.11
0.0,3.47,0.09,3.6,0.18
0.78,2.6,0.32,3.67,6.0
1.18,3.58,0.5,8.78,9.28
0.05,1.42,3.92,3.58,2.71
0.74,7.34,0.52,8.01,8.36
1.62,8.92,0.9,4.63,6.8
9.24,9.81,5.14,7.68,6.27
0.07,5.47,7.9,8.05,2.84
0.97,5.53,5.71,1.37,6.54
0.0,6.22,0.04,9.46,0.12
1.93,0.3,0.32,2.41,9.85
0.0,7.72,9.42,6.87,0.02
0.0,9.71,0.02,3.07,0.05
4.06,0.53,0.15,4.32,6.81
8.47,5.29,1.97,9.42,2.88
1.95,3.41,0.2,3.95,4.3
2.01,5.55,0.64,3.12,5.45
0.0,2.54,8.45,5.97,0.24
2.8,0.28,0.5,4.31,8.65
0.1,2.6,7.12,8.2,5.58
0.07,4.83,6.2,7.34,1.54
0.13,1.29,8.5,5.25,5.79
2.87,9.16,2.09,7.32,10.26
0.0,4.18,1.95,5.02,0.01
9.12,0.41,0.2,6.97,9.35
0.0,3.14,8.06,9.54,0.08
2.47,0.31,0.47,1.09,9.92
4.04,1.87,4.34,1.09,3.08
0.0,4.77,0.03,7.31,0.06
1.71,3.66,0.51,7.87,9.39
0.0,1.09,0.08,1.04,0.08
0.0,9.67,2.3,6.95,0.81
6.27,9.85,3.7,8.85,4.51
0.14,6.99,5.57,9.14,4.26
0.06,4.71,5.1,4.02,3.72
7.18,9.16,2.95,9.05,0.04
0.04,1.02,1.78,9.18,1.03
3.14,9.71,4.37,6.02,2.35
0.01,4.04,3.73,1.61,3.37
1.87,2.09,0.22,8.51,2.54
1.52,3.11,0.92,2.22,5.42
0.0,6.35,0.05,1.35,0.02
0.05,1.28,9.31,7.13,2.13
0.17,6.41,3.91,2.01,4.42
0.06,1.18,8.43,7.88,3.92
1.83,7.88,0.72,4.74,2.54
9.78,0.59,0.19,6.4,3.07
0.0,2.72,1.73,6.29,0.73
0.06,3.85,1.39,5.89,1.14
8.05,0.37,0.49,1.78,5.61
0.06,3.23,2.97,7.09,6.88
2.27,9.88,0.93,3.26,3.68
3.59,1.0,0.13,3.65,2.66
0.09,8.07,4.27,1.22,2.77
1.18,5.79,0.68,8.19,7.33
0.0,4.76,5.67,8.63,0.25
0.01,8.58,2.21,7.32,1.14
5.49,2.74,0.02,7.92,5.91
2.14,3.66,0.41,1.49,7.49
1.39,4.4,0.79,7.27,8.93
9.42,0.91,1.08,4.41,8.91
8.69,0.32,0.41,3.3,8.7
0.09,5.22,3.99,6.64,3.07
6.88,0.01,2.82,0.57,4.38
0.07,6.09,6.23,8.83,9.95
0.0,4.5,0.08,3.28,0.01
0.06,7.71,5.5,3.09,1.12
1.96,1.58,0.18,2.14,7.32
6.98,0.55,0.39,7.64,7.01
0.0,6.46,0.0,1.38,0.01
2.15,4.98,0.53,5.18,6.57
2.06,6.15,0.74,1.97,6.6
0.09,1.12,9.21,6.48,6.69
0.0,7.17,2.79,7.38,0.9
0.0,3.22,8.23,7.51,0.84
0.0,7.26,0.03,8.12,0.05
0.13,5.37,5.83,4.78,7.81
9.55,0.85,0.24,9.98,5.87
0.0,3.15,9.61,7.85,0.19
1.86,8.73,0.37,2.0,9.97
1.15,8.42,0.49,9.49,3.79
2.94,10.41,7.06,4.46,8.44
0.19,7.33,4.05,4.17,6.95
0.0,2.29,0.02,3.1,0.1
1.85,4.95,6.03,2.58,8.48
5.97,0.51,0.39,2.61,2.05
1.97,5.96,0.27,5.15,4.72
7.96,2.54,5.91,5.36,6.69
2.02,7.11,2.86,3.33,8.21
0.0,5.94,9.92,9.93,0.04
0.0,3.94,0.08,1.11,0.04
2.03,3.21,0.71,6.52,6.66
0.0,7.93,5.19,9.38,0.21
0.0,7.67,2.38,6.71,0.8
0.0,8.65,0.02,8.1,0.09
0.06,5.47,9.13,1.58,1.17
2.43,6.75,0.83,7.07,6.22
0.1,3.3,7.65,3.23,6.31
0.01,1.46,2.33,4.96,2.42
0.0,2.5,4.34,8.6,0.04
5.9,7.31,9.41,5.59,10.23
0.0,2.3,9.23,5.05,0.16
0.04,4.59,9.45,6.42,1.16
0.14,8.11,4.61,5.97,8.07
5.47,0.24,0.44,5.98,5.54
0.0,7.64,2.33,9.81,0.08
0.07,2.46,6.51,3.34,9.1
0.0,7.27,0.05,2.92,0.05
0.01,1.66,7.42,7.18,2.79
1.94,1.62,0.16,8.2,4.11
0.05,8.97,3.72,5.79,1.31
7.99,7.16,4.21,0.69,5.48
0.15,8.5,2.95,5.41,8.71
0.8,8.0,0.58,9.13,8.88
0.02,4.62,5.07,9.23,5.16
5.16,0.5,0.28,3.94,2.25
0.03,3.36,7.49,7.08,1.55
0.0,1.95,0.0,6.57,0.03
0.07,9.52,1.73,3.17,1.22
1.67,5.19,0.27,1.52,6.95
0.05,1.81,1.29,9.43,3.18
0.0,3.33,0.03,7.13,0.18
0.05,5.42,3.87,6.87,2.41
0.08,8.16,2.84,2.31,3.83
0.0,9.64,5.02,7.59,0.63
0.0,1.65,0.04,5.04,0.19
0.0,8.02,2.24,6.81,0.89
3.81,9.87,4.53,0.77,8.31
0.06,3.01,5.59,5.42,5.61
0.05,7.42,6.82,8.65,2.25
0.03,4.28,9.89,6.13,3.3
3.11,0.8,0.23,6.4,1.98
1.11,6.3,0.28,9.55,9.36
10.21,9.97,6.36,6.15,4.92
1.94,7.26,0.41,1.36,6.56
5.46,0.36,0.22,3.75,7.43
7.64,0.63,0.41,4.16,4.2
1.22,8.38,0.16,3.44,7.18
9.25,0.83,0.45,9.85,7.98
0.0,8.23,0.08,2.43,0.0
2.01,4.09,0.83,3.94,5.13
0.0,8.55,0.07,3.14,0.12
0.08,9.86,9.74,8.19,3.81
0.18,1.54,6.9,3.92,5.14
8.79,0.21,0.39,3.97,3.24
4.78,10.06,5.6,3.78,10.24
0.0,5.99,0.02,9.13,0.05
0.0,3.1,1.82,4.96,0.69
2.35,4.4,5.3,8.03,9.89
0.01,8.94,1.62,8.85,6.9
7.87,4.19,0.91,4.14,8.78
3.01,6.93,8.94,8.59,6.35
0.08,5.65,1.62,4.94,2.54
0.01,6.18,9.07,5.15,1.9
0.0,2.48,0.09,7.67,0.08
0.1,5.41,3.15,7.56,9.24
9.74,6.19,3.19,4.88,8.01
8.5,0.52,0.34,8.64,5.6
5.19,0.49,0.18,5.11,2.62
0.03,7.74,2.75,3.97,1.1
0.0,1.29,0.08,2.26,0.09
0.0,8.05,0.06,9.44,0.02
0.01,1.26,7.1,9.7,4.02
0.05,2.38,1.49,4.76,9.94
8.81,10.48,4.17,1.83,3.31
0.0,3.72,1.43,2.3,0.43
2.49,5.57,0.53,7.91,4.97
1.91,7.71,1.56,6.03,10.75
0.06,8.67,4.55,2.58,1.88
5.61,9.69,7.91,4.35,9.88
1.68,10.06,8.23,9.22,9.87
1.17,4.31,0.83,3.78,9.38
0.18,2.83,8.5,8.88,9.8
3.04,0.97,0.3,5.17,6.31
1.93,0.85,0.43,9.6,9.61
6.37,8.84,3.41,8.9,4.33
0.0,7.86,9.26,9.02,0.09
7.09,10.14,8.1,7.14,4.66
5.52,5.99,6.9,6.26,4.41
1.1,3.34,5.3,2.39,8.42
7.18,10.81,7.36,2.86,8.39
0.0,1.55,0.05,5.65,0.05
0.0,9.0,7.67,4.77,0.6
3.65,0.31,0.14,5.7,1.0
0.0,1.82,0.06,3.28,0.01
0.0,4.75,1.31,6.56,3.0
0.16,6.55,2.98,5.54,9.78
0.0,8.86,4.88,5.32,0.18
0.0,7.45,2.57,1.97,0.24
0.0,9.65,5.7,9.96,0.91
0.0,4.14,0.02,1.93,0.01
6.93,10.86,5.51,1.18,2.35
0.08,4.2,4.47,4.07,3.48
0.0,7.41,0.02,3.58,0.01
0.0,8.23,1.48,3.96,0.46
0.01,4.75,7.4,3.81,1.89
0.03,6.08,7.62,8.57,7.86
2.09,1.0,0.3,7.22,2.97
0.08,4.65,6.27,6.49,3.66
1.35,1.37,0.37,2.89,4.25
1.03,3.34,0.34,6.7,6.09
0.08,1.06,8.46,4.52,3.52
0.08,8.66,5.22,5.71,1.05
5.37,0.66,0.1,1.71,1.21
0.11,3.91,6.86,5.56,7.16
0.05,5.7,9.64,1.87,8.1
2.26,7.72,0.73,4.93,6.07
2.35,2.35,0.86,3.73,3.01
0.0,3.58,0.08,4.31,0.15
0.0,3.8,1.49,8.33,0.44
0.05,5.66,4.07,6.81,1.9
0.75,8.79,0.59,2.45,4.93
0.0,1.02,0.01,8.45,0.06
0.12,2.71,5.62,9.11,5.38
2.15,1.05,0.27,7.45,4.07
6.77,0.46,0.34,6.0,8.04
3.42,0.94,0.77,8.89,7.02
0.0,8.93,0.0,3.63,0.14
0.0,6.72,0.09,4.33,0.08
0.12,2.9,9.91,2.0,4.65
0.16,8.17,4.28,3.72,7.86
0.0,3.95,9.56,8.4,0.32
0.15,7.26,2.65,9.83,6.26
0.09,2.02,7.56,9.28,1.89
8.84,3.32,2.4,6.92,8.86
7.29,1.06,2.07,4.47,3.61
0.01,8.97,2.64,6.63,1.95
0.0,3.44,4.43,1.34,0.08
7.52,7.07,10.24,7.32,5.2
0.0,7.88,0.06,9.4,0.05
0.01,8.24,4.28,9.17,2.58
0.0,2.17,0.06,7.09,0.05
1.62,0.53,0.18,1.1,9.48
2.05,0.36,0.38,1.06,4.84
0.0,1.68,2.96,3.38,0.45
2.25,0.91,0.47,1.7,3.7
0.0,2.88,0.06,5.59,0.13
0.6,6.74,10.78,9.38,2.69
0.06,7.72,7.32,2.26,9.84
0.17,6.62,7.25,5.1,5.15
0.04,2.87,9.97,5.61,1.35
0.08,2.35,8.6,6.29,2.17
1.81,2.23,2.84,7.22,9.44
0.1,6.4,1.38,9.44,6.88
0.0,4.8,6.95,5.04,0.41
0.0,8.6,0.08,1.54,0.06
0.04,2.16,8.22,6.47,7.99
0.0,4.99,0.02,7.92,0.0
8.82,0.33,0.11,7.63,4.53
0.01,3.05,8.17,1.09,8.25
0.03,2.25,7.2,2.03,3.33
0.05,5.74,4.41,1.42,3.52
0.0,9.0,0.05,6.49,0.11
0.03,2.98,6.49,2.55,3.57
0.0,2.33,6.95,4.01,0.09
1.35,8.93,0.9,4.41,6.14
7.16,5.88,3.29,4.0,8.43
0.0,9.89,8.97,5.98,0.86
0.01,1.08,5.32,8.2,2.53
0.0,1.57,9.91,1.16,0.8
0.1,9.64,8.55,5.47,9.06
0.0,6.94,3.18,8.97,3.37
1.94,8.73,0.83,7.24,7.04
0.0,6.68,9.51,2.42,0.82
0.0,9.3,1.36,3.68,0.64
0.0,4.15,0.06,8.41,0.03
0.0,8.66,0.08,1.34,0.16
0.0,3.97,8.94,4.82,0.45
0.22,2.01,9.88,1.7,3.23
0.0,4.65,5.16,5.03,0.97
0.18,6.61,5.79,3.63,7.82
0.0,2.24,0.03,6.26,0.15
0.09,5.04,5.29,9.54,6.89
0.06,2.89,6.5,7.23,1.62
0.11,3.36,7.81,4.13,9.69
2.18,5.54,0.5,3.06,2.53
0.06,8.55,6.1,7.92,6.89
0.11,7.37,6.66,5.79,6.38
0.05,4.21,1.76,1.97,1.08
